file,story_code,story_name,event_id,dialogue_id,content,figure_art
level_act12d0_09_end.json,RI-9,さらば密林,act12d0,432,  我々は、人混みの隙間から漏れ出す光を探りながら、それを常日頃から意識しておかねばならない。,char_003_kalts_1
level_act12d0_09_end.json,RI-9,さらば密林,act12d0,433,  手が届かないと思っているものも、目を凝らせば、案外近くにあるものだ。そのことに、君や、今回の旅に同行したオペレーターたちが気付いてくれれば、と思う。,char_003_kalts_1
level_act12d0_09_end.json,RI-9,さらば密林,act12d0,437,  ああ。,char_003_kalts_1
level_act12d0_09_end.json,RI-9,さらば密林,act12d0,438,  Dr.{@nickname}、君にはまだ多くの仕事が残っている。,char_003_kalts_1
level_act12d0_09_end.json,RI-9,さらば密林,act12d0,439,  今回の休暇で十分癒されただろう君が、今まで以上に尽力してくれることを期待している。,char_003_kalts_1
level_act13d0_st01.json,,帰る場所,act13d0,79,   カズデルの辺境にあるベルーニ村は典型的な鉱山村だ。数ヶ月前に落盤事故があったため、採掘場は完全に封鎖されている。,char_003_kalts_1
level_act13d0_st01.json,,帰る場所,act13d0,80,   落盤事故で採掘場が崩壊しただけでなく、村内の道路も交易ルートも遮断されてしまった。,char_003_kalts_1
level_act13d0_st01.json,,帰る場所,act13d0,81,   村はこの数ヶ月間、近隣の移動都市に助けを求め続けているが、手を差し伸べる都市は未だに現れていない。,char_003_kalts_1
level_act13d0_st01.json,,帰る場所,act13d0,82,   今回メテオリーテには現場へ行って予備調査を行い、現地の状況を確認してもらいたい。,char_003_kalts_1
level_act13d0_st01.json,,帰る場所,act13d0,83,   君が持ち帰ったデータをもとに救助計画を展開する。,char_003_kalts_1
level_act13d0_st01.json,,帰る場所,act13d0,87,   村の問題は天災や鉱石病とは関係なさそうだが、油断は禁物だ。,char_003_kalts_1
level_act13d0_st01.json,,帰る場所,act13d0,97,  スルトからは個人的な事情で同行の申請があった。こちらで審査した上で許可している。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,102,君が提供したこれらの情報と分析資料は、非常に高い価値がある。君の意見を重視せざるを得ないな、サイレンス。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,106,しかし、これらの情報の出所は明らかにライン生命の内部だ。内部情報を無断で他所に流す者を、すまないが、私は信用できない。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,107,しかし、君の日頃の行いを見るに、君がそのような軽率な者であるとは思えない。だからまずは説明をしてもらいたい。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,111,そうだとしても、ライン生命内部で提出し処理されるべきだろう。ロドスがこの件の仲裁人になることは決してない。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,116,なぜ私なのだ？　というより、なぜロドスなのか。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,120,君はライン生命の何を疑っている？,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,125,目で見たものが必ずしも真実とは限らないぞ、サイレンス。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,126,今回のこともそうだ。このアンソニーというフェリーンの男一人だけが、バンカーヒルシティではなくアイアンフォージシティの監獄に収容されている。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,127,資料には、彼がアイアンフォージシティまで逃れて、そこで捕縛されたためであると記載されているが、果たしてそれだけなのだろうか。私には目に見えない意図が隠されているようにしか思えない。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,131,どうして君はこんな無関係の者にそこまでこだわるんだ？,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,135,……,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,136,君は失望するかもしれないぞ。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,140,……確かにその論理は普遍的な説得力を有することを認めよう、サイレンス。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,141,ロドスは表立って君をサポートすることはできない。だが個人的な立場でなら、私の意見を述べても問題はないだろう。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,142,君には最後まで君の思いを貫き通してほしいと思っている。,char_003_kalts_1
level_act15d0_04_beg.json,MB-4,勇敢、かつ無鉄砲,act15d0,146,自分が正しいことをしているという思いだ。,char_003_kalts_1
level_act17side_01_end.json,SN-1,中央広場,act17side,146,幸いにして、その「美学」はすべての生物に必要なものというわけではない。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,151,端的に言えば、信用を得るためだ。私は今もイベリア裁判所の監視下に置かれているのでな。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,152,さて、時間はないが、為すべき仕事は山とある。――エリジウム、君は恐魚の死体を持ち去った町民二人を見張りに行ってくれ。私はAltyと二人で話をする。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,157,了解した。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,162,……ああ。苦労をかける。,char_003_kalts_1#4
level_act17side_01_end.json,SN-1,中央広場,act17side,174,そうだな。,char_003_kalts_1#4
level_act17side_01_end.json,SN-1,中央広場,act17side,176,この場所へ呼び立てたことは申し訳なく思っている。君たちからすれば、リスクを伴う行動だろう。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,180,先ほども述べた通り、時間がないというのが一つ。加えて、イベリアが宗教という仮面で隠した慎重さと恐怖心は、私と裁判所上層部との面会を阻害する可能性があったからという理由もあるな。,char_003_kalts_1#2
level_act17side_01_end.json,SN-1,中央広場,act17side,184,――我々の直面しているものが何なのかということに、諸国は未だ気付いていない。彼らは、広大な土地が、その栄華を極めた時代と共に静謐の中へ消え去ったという事実を信じはしないだろう。,char_003_kalts_1#2
level_act17side_01_end.json,SN-1,中央広場,act17side,185,だが、私は……その一切を目撃したに等しい。,char_003_kalts_1#2
level_act17side_01_end.json,SN-1,中央広場,act17side,189,ときに、ほかのメンバーはどうした？,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,200,……願わくば、今日までの間に、君が決断を下してくれていると良いのだがな。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,205,……,char_003_kalts_1#3
level_act17side_01_end.json,SN-1,中央広場,act17side,210,起こりえないことなど、存在しないものだ。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,449,君たちが、海へ戻ることであの怪物たちを敵に回す、という事態を望まないのは理解できる。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,450,この海から生まれた君たちは非常に強大ではあるが、元の姿に戻ったとしても、あの泥濘から抜け出すことはできないだろうしな。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,454,ああ。君が思っている以上に。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,458,確かに、シーボーンに音楽を解する心があれば、たとえテラの大地に災厄が降りかかろうとも、聴衆に困ることはないだろうな。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,462,だろうな。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,468,遅く生まれてきた君たちには理解し得ないことも、多く存在するものだ。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,473,――すべてが無事に終われば、そうした昔話をする時間もたっぷり取れるだろう。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,474,加えて言うなら、私自身……あまり君たちをイベリアとエーギルの目論見に関わらせたくはない。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,478,エーギルとは長年、連絡を取り合っていないからな。その上、潮汐はむせび泣いており、限られた情報はむしろ推測を妨げかねない。,char_003_kalts_1#2
level_act17side_01_end.json,SN-1,中央広場,act17side,479,そもそも、あの災厄の真の原因は今もなお、手がかりの一つも見つけられない状況だ。,char_003_kalts_1#2
level_act17side_01_end.json,SN-1,中央広場,act17side,480,ゆえに、最悪の事態も予測される。君たちにすら対処不能ということも――おや。どうやら招かれざる客が訪れたようだな。,char_003_kalts_1#2
level_act17side_01_end.json,SN-1,中央広場,act17side,506,恐魚だな。だが、彼らに戦意はない。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,542,――恐魚の身体で自らの肉体を刺し貫くという、最も単純な方法で同化を図っているんだ。,char_003_kalts_1#1
level_act17side_01_end.json,SN-1,中央広場,act17side,546,止めることにはなるが、そうするのは私たちではない。,char_003_kalts_1#1
level_act17side_02_end.json,SN-2,広場南の道,act17side,13,そう言う君は、椅子から立ち上がろうともしていないようだが。,char_003_kalts_1#1
level_act17side_02_end.json,SN-2,広場南の道,act17side,17,そうか。私も、まだ名目上はイベリアの囚人なのでな。大審問官を心配するような立場でもないんだ。,char_003_kalts_1#1
level_act17side_02_end.json,SN-2,広場南の道,act17side,18,ゆえにひとまずは、我々二人の話し合いを進めるとしよう。,char_003_kalts_1#1
level_act17side_02_end.json,SN-2,広場南の道,act17side,24,……君たちは、この大地に生きる人々を助けようというのだな。,char_003_kalts_1#1
level_act17side_02_end.json,SN-2,広場南の道,act17side,31,……そうだな。,char_003_kalts_1#1
level_act17side_02_end.json,SN-2,広場南の道,act17side,36,ならば、この国に君たちの声を聞かせるのは、難しいことではないだろう。秘密を開示し、彼らの傷に触れ、二度とあのような災厄は起こらないと約束するだけで良い。,char_003_kalts_1#1
level_act17side_02_end.json,SN-2,広場南の道,act17side,40,無論、その「約束」を以て欺くだけに留まるのならば、事はより簡単に済むだろうな。,char_003_kalts_1#1
level_act17side_03_end.json,SN-3,静かな遊歩道,act17side,44,すでに述べた通り――海はその独自の方法を以て、陸を侵食しているということです。,char_003_kalts_1#1
level_act17side_03_end.json,SN-3,静かな遊歩道,act17side,45,さておき、今はロドスのオペレーターを救出してきます。,char_003_kalts_1#1
level_act17side_03_end.json,SN-3,静かな遊歩道,act17side,49,その必要はない。君たちには、一刻も早くこの脅威を排除してもらうのが最も効果的な選択だろう。,char_003_kalts_1#1
level_act17side_04_end.json,SN-4,灯台入り口,act17side,110,……,char_003_kalts_1#1
level_act17side_04_end.json,SN-4,灯台入り口,act17side,115,発見は偶然のことでした。先ほどいたアビサルハンターの一人が、カジミエーシュで見つけてきたのです。,char_003_kalts_1#1
level_act17side_04_end.json,SN-4,灯台入り口,act17side,120,良くも悪くも、現代においてあらゆる政治的組織に起きているそうした変化は、イベリアとは無縁のものなのでしょうね。,char_003_kalts_1#1
level_act17side_05_beg.json,SN-5,灯台制御室,act17side,604,イベリアの眼……エーギルとイベリア、双方の技術を組み合わせた結晶。――陸地において、円滑な通信は移動都市の中でしか実現はできません。都市と都市の間には、大きな隔たりがありますから。,char_003_kalts_1#1
level_act17side_05_beg.json,SN-5,灯台制御室,act17side,612,海には源石がなく、エーギルの通信技術は陸の国々よりはるかに進歩しています。――イベリアの眼は、単なる灯台ではないのでしょう。,char_003_kalts_1#1
level_act17side_05_beg.json,SN-5,灯台制御室,act17side,628,……,char_003_kalts_1#1
level_act17side_05_beg.json,SN-5,灯台制御室,act17side,648,……,char_003_kalts_1#1
level_act17side_06_beg.json,SN-6,中央通路,act17side,11,ブレオガンこそが、あの鍵の主だ。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,13,彼はイベリアの黄金時代に王侯貴族の賓客となった人物で、かつてはエーギルの島民とイベリア人との共存の始まり、その象徴とされたこともある。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,15,災厄が訪れる前に彼が為したことや、為せなかったことを知る者はいない。だが、彼は十分多くの遺産と……君たちにとっても十分であろう方針を遺していった。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,17,とはいえ、彼がもはや過去の人であることに疑いの余地はない。それゆえ、今選択を行うのは君たちということになる。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,19,――ブレオガンの鍵がカジミエーシュにあった理由を、我々が知る必要はない。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,21,しかし、あれを見つけたのは、狩人たるスカジだった。この事実は偶然ではなく、必然のことだろう。君たちは海に関することには生まれつき鼻が利くようだからな。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,23,……そう、例のバンドに鍵を渡したのは私だ。彼女たちがいかなる存在なのかは、そのうちにわかる。エーギルには、彼女らの協力が必要となるかもしれないしな。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,25,彼女たちも答えを探しているんだ。メンバーの多くは若者であり、海の変化に違和感を覚えている。というのも、彼女らは本当に、生まれた場所を離れることができないのでな。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,27,……ああ。万事うまくいくように祈ろう。何しろ、人類には対処すべき問題があまりにも多い。そうした災厄が重なれば、現在の文明はいとも容易く瓦解してしまうことだろうから。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,29,グレイディーア。君が単独で行動したいのなら、止めはしない。――スカジと君はよく似ているように感じるが、アビサルハンターというのは皆近似したところを持つものなのかもしれないな。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,31,さりとて、くれぐれも自分だけで陸の問題すべてを解決できるとは思わないように。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,33,……何だ？　言ってみてくれ。君の質問であれば答えよう。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,35,――Ishar-mla……？,char_003_kalts_1#2
level_act17side_06_beg.json,SN-6,中央通路,act17side,37,どこでその名を聞いたんだ？,char_003_kalts_1#2
level_act17side_06_beg.json,SN-6,中央通路,act17side,143,焼き尽くせ、Mon3tr。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,171,カルメン閣下、時間がありません。こうしている間にも、狩人たちが危険に晒されています。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,176,それでも、もはや選択肢はありません。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,180,イベリアの大方陣は少なくとも十の連隊、三千人規模の兵力を有していることでしょう。加えて、懲罰軍の参謀や指揮官たちも、この戦争を勝利に導くに十分な指揮能力を持っているように思います。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,184,我々の交流もそれなりに長くなりましたので。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,189,そうしなければ、損失はより大きくなると申し上げているのです。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,200,Frost？　なぜここに……,char_003_kalts_1#2
level_act17side_06_beg.json,SN-6,中央通路,act17side,257,ご想像にお任せいたします。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,261,ご心配なく。海岸にもう一隻残っていますので。,char_003_kalts_1
level_act17side_06_beg.json,SN-6,中央通路,act17side,263,グランファーロの計画が白紙となって以来、長い時を待っていたあの船が。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,9,……,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,24,……彼らの船が見当たりませんね。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,38,……Mon3tr。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,45,扉の周りを片付けて、中へ入るぞ。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,62,ですが、奴らは利を得て害を避ける術を知っているものです。慎重に狩りを行う方法を、その本能が教えているのでしょう。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,71,……,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,120,……かの戦士を弔い、死を悼むことのできる時間は3分ほどです。炎が消えれば、営巣の障害は消えたと見て、すぐにも恐魚が群がってくることでしょう。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,122,加えて、あの少女の姿が見えません。となれば、少なくともダリオの弟子は生きているということになります。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,126,ええ、今はまだ。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,130,私は、「今はまだ」と申し上げたはずです。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,132,この機にこそ、より根本的で永続的な解決策を講じなければなりません。ブレオガンの建造したこのイベリアの眼は、エーギルとの繋がりを確立するためのターミナルになりえるものですから。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,155,……その人物は上にいるようですよ。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,182,……認めざるを得ないな。君は我々の想像以上によくやってくれたということを。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,184,単独でイベリアの眼を再起動し、機能の三割を回復させるとは。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,186,このような状況の中、君一人で。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,228,……Mon3tr、入口を守れ。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,241,そう遠くはないようですね。加えて、直近の信号記録は48時間以内のものです。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,247,ブレオガンがイベリア王族に手を貸し、灯台と艦隊を打ち立てるのに一役買ったのは、故郷との交流を取り戻させるためでもあったことでしょう。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,249,イベリアの眼もそうですが、「狂人号」のどこかにある発信装置もまた、エーギルの技術を遺憾なく発揮した逸物であると思えば、何ら不思議なことはありません。,char_003_kalts_1
level_act17side_10_beg.json,SN-10,儀礼広場,act17side,251,無論、すべてはかの船がシーボーンによる破壊や恐魚による営巣を免れていればの話ですが。,char_003_kalts_1
level_act17side_10_end.json,SN-10,儀礼広場,act17side,14,この可能性が示しているのは、極めて分の悪い状況です。,char_003_kalts_1
level_act17side_10_end.json,SN-10,儀礼広場,act17side,16,イベリアの眼は、絶えず災厄の余波を監視し続けてきました。しかしこれは単なる沈淪した瞳であり、言葉を発することなどできません。,char_003_kalts_1
level_act17side_10_end.json,SN-10,儀礼広場,act17side,20,エーギルが滅びへの歩みを速めているということです。,char_003_kalts_1
level_act17side_10_end.json,SN-10,儀礼広場,act17side,22,それに加えて……この距離の都市ですら救難信号を送ってきていたということは、「狂人号」は初めから、奴らの巣の上を回り続けているだけなのでしょう。,char_003_kalts_1
